counter,question-answer,question slots,answer,direct link,direct link str,supporting slots,templates,AQ direction
558,In which sitcom did Penelope Wilton play the wife of Richard Briers? Ever Decreasing Circles,"(['Richard Briers'], ['Q2734945'])","('Ever Decreasing Circles', 'Q5416856')",['P161'],['cast member'],"([('answer', 'Q544165')], [['P161']])",['In which sitcom did _C_ play the wife of _Q_? _A_\n'],[True]
594,Who had hits with Go Now And Nights In White Satin? The Moody Blues,"(['Go Now'], ['Q3416563'])","('The Moody Blues', 'Q211965')",['P175'],['performer'],"([('Q2292413', 'question')], [['P155']])",['Who had hits with _Q_ And _C_? _A_\n'],[False]
594,Who had hits with Go Now And Nights In White Satin? The Moody Blues,"(['Nights In White Satin'], ['Q2292413'])","('The Moody Blues', 'Q211965')",['P175'],['performer'],"([('question', 'Q3416563')], [['P155']])",['Who had hits with _C_ And _Q_? _A_\n'],[False]
607,"The original United Artists film studio was founded in 1919 by D.W. Griffith, Mary Pickford, Douglas Fairbanks and who else? Charlie Chaplin","(['United Artists'], ['Q219400'])","('Chaplin', 'Q882')",['P112'],['founded by'],"([('question', 'Q104109'), ('question', 'Q104127')], [['P112'], ['P112']])","['The original _Q_ film studio was founded in 1919 by D.W. Griffith, _C_, Douglas Fairbanks and who else? Charlie _A_\n']",[False]
611,"Who was the third President of the Usa, following on from George Washington and John Adams was also famed for his numerous inventions? Thomas Jefferson","(['President'], ['Q11696'])","('Thomas Jefferson', 'Q11812')",['P39'],['position held'],"([('question', 'Q30'), ('Q23', 'question'), ('Q11806', 'question')], [['P17', 'P1001'], ['P39'], ['P39']])","['Who was the third _Q_ of the _C_, following on from George Washington and John Adams was also famed for his numerous inventions? _A_\n']",[True]
611,"Who was the third President of the Usa, following on from George Washington and John Adams was also famed for his numerous inventions? Thomas Jefferson","(['Usa'], ['Q30'])","('Thomas Jefferson', 'Q11812')",['P27'],['country of citizenship'],"([('question', 'Q11696'), ('Q23', 'question'), ('Q11806', 'question')], [['P1313', 'P1906'], ['P27'], ['P27']])","['Who was the third President of the _Q_, following on from _C_ and John Adams was also famed for his numerous inventions? _A_\n']",[True]
616,What was the name of The World War I fighter ace nicknamed The Red Baron? Manfred Von Richthofen,"(['World War I'], ['Q361'])","('Manfred Von Richthofen', 'Q4701')",['P607'],['conflict'],"([('Q4701', 'question')], [['P607']])",['What was the name of The _Q_ fighter ace nicknamed _C_? _A_\n'],[True]
618,What was founded by Ferdinand Ii of Aragon and Isabella I of Castile to keep Catholic orthodoxy as the major religion of their kingdoms? Spanish Inquisition,"(['Ferdinand'], ['Q12860'])","('Spanish Inquisition', 'Q184725')",['P178'],['developer'],"([('question', 'Q45859')], [['P26']])",['What was founded by _Q_ Ii of Aragon and _C_ I of Castile to keep Catholic orthodoxy as the major religion of their kingdoms? _A_\n'],[True]
618,What was founded by Ferdinand Ii of Aragon and Isabella I of Castile to keep Catholic orthodoxy as the major religion of their kingdoms? Spanish Inquisition,"(['Isabella'], ['Q45859'])","('Spanish Inquisition', 'Q184725')",['P178'],['developer'],"([('question', 'Q12860'), ('question', 'Q217196')], [['P26'], ['P27']])",['What was founded by _C_ Ii of Aragon and _Q_ I of Castile to keep Catholic orthodoxy as the major religion of their kingdoms? _A_\n'],[True]
622,Who played Aunty Entity' in the film 'Mad Max Beyond the Thunderdome'? Tina Turner,"(['Thunderdome'], ['Q426663'])","('Tina Turner', 'Q131814')",['P161'],['cast member'],"([('question', 'Q3275141')], [['P179']])","[""Who played \x91Aunty Entity' in the film '_C_ Beyond the _Q_'? _A_\n""]",[False]
663,In which New York borough would you find Hell’s Kitchen? Manhattan,"(['New York'], ['Q60'])","('Manhattan', 'Q11299')",['P150'],['contains administrative territorial entity'],"([('Q408804', 'question')], [['P1001', 'P131']])",['In which _Q_ _C_ would you find Hell’s Kitchen? _A_\n'],[False]
663,In which New York borough would you find Hell’s Kitchen? Manhattan,"(['borough'], ['Q408804'])","('Manhattan', 'Q11299')",['P31'],['instance of'],"([('question', 'Q60')], [['P1001', 'P131']])",['In which _C_ _Q_ would you find Hell’s Kitchen? _A_\n'],[True]
670,Buenos Aires is the capital of which South American country? Argentina,"(['Buenos Aires'], ['Q1486'])","('Argentina', 'Q414')",['P17'],['country'],"([('Q30', 'answer')], [['P530']])",['_Q_ is the capital of which South _C_ country? _A_\n'],[False]
670,Buenos Aires is the capital of which South American country? Argentina,"(['American'], ['Q30'])","('Argentina', 'Q414')",['P530'],['diplomatic relation'],"([('Q1486', 'answer'), ('Q5965382', 'answer')], [['P17', 'P131', 'P1376'], ['P17']])",['_C_ is the capital of which South _Q_ country? _A_\n'],[False]
682,Cristina Fernandez De Kirchner became President of which South American country in December 2007? Argentina,"(['Cristina Fernandez De Kirchner'], ['Q40649'])","('Argentina', 'Q414')",['P27'],['country of citizenship'],"([('Q30', 'answer')], [['P530']])",['_Q_ became President of which South _C_ country in December 2007? _A_\n'],[False]
682,Cristina Fernandez De Kirchner became President of which South American country in December 2007? Argentina,"(['American'], ['Q30'])","('Argentina', 'Q414')",['P530'],['diplomatic relation'],"([('Q40649', 'answer')], [['P27']])",['_C_ became President of which South _Q_ country in December 2007? _A_\n'],[False]
691,The pilgrim route to Santiago De Compostela in Northern Spain is known as the ‘Way’ of which saint? Saint James,"(['Santiago De Compostela'], ['Q14314'])","('Saint James', 'Q43999')",['P417'],['patron saint'],"([('question', 'Q29'), ('answer', 'Q43115')], [['P17'], ['P411']])",['The pilgrim route to _Q_ in Northern _C_ is known as the ‘Way’ of which saint? _A_\n'],[False]
691,The pilgrim route to Santiago De Compostela in Northern Spain is known as the ‘Way’ of which saint? Saint James,"(['Spain'], ['Q29'])","('Saint James', 'Q43999')",['P2925'],['domain of saint or deity'],"([('Q14314', 'question'), ('answer', 'Q43115')], [['P17'], ['P411']])",['The pilgrim route to Santiago De Compostela in Northern _Q_ is known as the ‘Way’ of which _C_? _A_\n'],[True]
691,The pilgrim route to Santiago De Compostela in Northern Spain is known as the ‘Way’ of which saint? Saint James,"(['saint'], ['Q43115'])","('Saint James', 'Q43999')",['P411'],['canonization status'],"([('Q14314', 'answer'), ('answer', 'Q29')], [['P417'], ['P2925']])",['The pilgrim route to _C_ in Northern Spain is known as the ‘Way’ of which _Q_? _A_\n'],[True]
692,Peter O’Sullevan was a Bbc commentator for which sport? Horse racing,"(['Peter O’Sullevan'], ['Q7176189'])","('Horse racing', 'Q187916')",['P641'],['sport'],"([('question', 'Q9531')], [['P108']])",['_Q_ was a _C_ commentator for which sport? _A_\n'],[False]
699,Which British singer played Jareth The Goblin King in the 1986 film ‘Labyrinth’? David Bowie,"(['British'], ['Q145'])","('David Bowie', 'Q5383')",['P27'],['country of citizenship'],"([('Q6160149', 'answer')], [['P175']])",['Which _Q_ singer played _C_ The Goblin King in the 1986 film ‘Labyrinth’? _A_\n'],[True]
699,Which British singer played Jareth The Goblin King in the 1986 film ‘Labyrinth’? David Bowie,"(['Jareth'], ['Q6160149'])","('David Bowie', 'Q5383')",['P175'],['performer'],"([('answer', 'Q145')], [['P740', 'P27']])",['Which _C_ singer played _Q_ The Goblin King in the 1986 film ‘Labyrinth’? _A_\n'],[False]
701,Aconcagua is the highest mountain in which mountain range? Andes,"(['Aconcagua'], ['Q39739'])","('Andes', 'Q5456')",['P610'],['highest point'],"([('answer', 'Q46831')], [['P31']])",['_Q_ is the highest mountain in which _C_? _A_\n'],[True]
701,Aconcagua is the highest mountain in which mountain range? Andes,"(['mountain range'], ['Q46831'])","('Andes', 'Q5456')",['P31'],['instance of'],"([('answer', 'Q39739')], [['P610']])",['_C_ is the highest mountain in which _Q_? _A_\n'],[True]
704,Which British actress played Valerie in the 1997 film ‘Nil By Mouth’? Kathy Burke,"(['British'], ['Q145'])","('Kathy Burke', 'Q444306')",['P27'],['country of citizenship'],"([('Q1518031', 'question')], [['P495']])",['Which _Q_ actress played Valerie in the 1997 film ‘_C_’? _A_\n'],[True]
704,Which British actress played Valerie in the 1997 film ‘Nil By Mouth’? Kathy Burke,"(['Nil By Mouth'], ['Q1518031'])","('Kathy Burke', 'Q444306')",['P161'],['cast member'],"([('question', 'Q145')], [['P495']])",['Which _C_ actress played Valerie in the 1997 film ‘_Q_’? _A_\n'],[False]
706,"Apart from English, what is the official language of Canada? French","(['English'], ['Q1860'])","('French', 'Q150')",['P737'],['influenced by'],"([('question', 'Q16')], [['P17']])","['Apart from _Q_, what is the official language of _C_? _A_\n']",[False]
706,"Apart from English, what is the official language of Canada? French","(['Canada'], ['Q16'])","('French', 'Q150')",['P37'],['official language'],"([('question', 'Q1860')], [['P37', 'P2936']])","['Apart from _C_, what is the official language of _Q_? _A_\n']",[False]
710,The 1950’s Mau Mau uprising was against the British occupation of which country? Kenya,"(['Mau Mau uprising'], ['Q476855'])","('Kenya', 'Q114')",['P17'],['country'],"([('Q145', 'answer')], [['P530']])",['The 1950’s _Q_ was against the _C_ occupation of which country? _A_\n'],[False]
710,The 1950’s Mau Mau uprising was against the British occupation of which country? Kenya,"(['British'], ['Q145'])","('Kenya', 'Q114')",['P530'],['diplomatic relation'],"([('Q476855', 'answer')], [['P17']])",['The 1950’s _C_ was against the _Q_ occupation of which country? _A_\n'],[False]
726,Which English singer/songwriter/musician wrote the Tremeloes hit ‘Here Comes My Baby’ at the age of eighteen? Cat Stevens,"(['English'], ['Q1860'])","('Cat Stevens', 'Q154216')",['P1412'],"['languages spoken, written or signed']","([('Q16156810', 'answer')], [['P86', 'P676']])",['Which _Q_ singer/songwriter/musician wrote the Tremeloes hit ‘_C_’ at the age of eighteen? _A_\n'],[True]
726,Which English singer/songwriter/musician wrote the Tremeloes hit ‘Here Comes My Baby’ at the age of eighteen? Cat Stevens,"(['Here Comes My Baby'], ['Q16156810'])","('Cat Stevens', 'Q154216')",['P86'],['composer'],"([('answer', 'Q1860')], [['P1412']])",['Which _C_ singer/songwriter/musician wrote the Tremeloes hit ‘_Q_’ at the age of eighteen? _A_\n'],[False]
730,The Hotel Matignon is the official residence of the Prime Minister of which European country? France,"(['Hotel Matignon'], ['Q912192'])","('France', 'Q142')",['P17'],['country'],"([('question', 'Q481289')], [['P366']])",['The _Q_ is the _C_ of the Prime Minister of which European country? _A_\n'],[False]
731,Which British politician became Member of Parliament for Epping in October 1924? Winston Churchill,"(['British'], ['Q145'])","('Winston Churchill', 'Q8016')",['P27'],['country of citizenship'],"([('question', 'Q11010'), ('Q1347650', 'question')], [['P194'], ['P17']])",['Which _Q_ politician became Member of _C_ for Epping in October 1924? _A_\n'],[True]
736,Sadler’s Wells Ballet and the Vic-Wells Ballet were the previous names of which British ballet company? The Royal Ballet,"(['British'], ['Q145'])","('The Royal Ballet', 'Q323283')",['P17'],['country'],"([('Q323283', 'question'), ('answer', 'Q805233')], [['P17'], ['P31']])",['Sadler’s Wells Ballet and the _C_ were the previous names of which _Q_ ballet company? _A_\n'],[True]
736,Sadler’s Wells Ballet and the Vic-Wells Ballet were the previous names of which British ballet company? The Royal Ballet,"(['ballet company'], ['Q805233'])","('The Royal Ballet', 'Q323283')",['P31'],['instance of'],"([('Q323283', 'question'), ('answer', 'Q145')], [['P31'], ['P17']])",['Sadler’s Wells Ballet and the Vic-Wells Ballet were the previous names of which British _Q_? _A_\n'],[True]
740,Taka is the basic monetary unit of which country? Bangladesh,"(['Taka'], ['Q194453'])","('Bangladesh', 'Q902')",['P17'],['country'],"([('question', 'Q8142')], [['P31']])",['_Q_ is the basic _C_ of which country? _A_\n'],[False]
742,Which Mediterranean island gained independence in 1959 under the presidency of Archbishop Makarios? Cyprus,"(['Mediterranean'], ['Q4918'])","('Cyprus', 'Q229')",['P205'],['basin country'],"([('Q153509', 'answer')], [['P27']])",['Which _Q_ island gained independence in 1959 under the presidency of _C_? _A_\n'],[False]
742,Which Mediterranean island gained independence in 1959 under the presidency of Archbishop Makarios? Cyprus,"(['Archbishop Makarios'], ['Q153509'])","('Cyprus', 'Q229')",['P27'],['country of citizenship'],"([('Q4918', 'answer')], [['P205']])",['Which _C_ island gained independence in 1959 under the presidency of _Q_? _A_\n'],[False]
753,Which Flemish Baroque painter’s Antwerp home is now a museum? Peter Paul Rubens,"(['Flemish Baroque painter'], ['Q1994273'])","('Peter Paul Rubens', 'Q5599')",['P135'],['movement'],"([('question', 'Q12892')], [['P131']])",['Which _Q_’s _C_ home is now a museum? _A_\n'],[True]
753,Which Flemish Baroque painter’s Antwerp home is now a museum? Peter Paul Rubens,"(['Antwerp'], ['Q12892'])","('Peter Paul Rubens', 'Q5599')",['P551'],['residence'],"([('Q1994273', 'question')], [['P131']])",['Which _C_’s _Q_ home is now a museum? _A_\n'],[True]
775,Which tennis player was known as the Rockhampton Rocket? Rod Laver,"(['tennis'], ['Q847'])","('Rod Laver', 'Q105550')",['P641'],['sport'],"([('answer', 'Q606162')], [['P19', 'P551']])",['Which _Q_ player was known as the _C_ Rocket? _A_\n'],[True]
775,Which tennis player was known as the Rockhampton Rocket? Rod Laver,"(['Rockhampton'], ['Q606162'])","('Rod Laver', 'Q105550')",['P19'],['place of birth'],"([('answer', 'Q847')], [['P641']])",['Which _C_ player was known as the _Q_ Rocket? _A_\n'],[True]
776,The ports of Puck and Jastarnia are in which European country? Poland,"(['Puck'], ['Q219987'])","('Poland', 'Q36')",['P17'],['country'],"([('Q49284587', 'answer'), ('question', 'Q497154')], [['P17'], ['P150']])",['The ports of _Q_ and _C_ are in which European country? _A_\n'],[False]
776,The ports of Puck and Jastarnia are in which European country? Poland,"(['Jastarnia'], ['Q49284587'])","('Poland', 'Q36')",['P17'],['country'],"([('Q219987', 'answer')], [['P17']])",['The ports of Puck and _Q_ are in which European country? _A_\n'],[False]
782,Which British playwright was killed with a hammer by his lover Keith Haliwell in 1967? Joe Orton,"(['British'], ['Q145'])","('Joe Orton', 'Q368866')",['P27'],['country of citizenship'],"([('answer', 'Q214917')], [['P106']])",['Which _Q_ _C_ was killed with a hammer by his lover Keith Haliwell in 1967? _A_\n'],[True]
782,Which British playwright was killed with a hammer by his lover Keith Haliwell in 1967? Joe Orton,"(['playwright'], ['Q214917'])","('Joe Orton', 'Q368866')",['P106'],['occupation'],"([('answer', 'Q145')], [['P27']])",['Which _C_ _Q_ was killed with a hammer by his lover Keith Haliwell in 1967? _A_\n'],[True]
785,Who was the first poet to be buried at Poet’s Corner in London’s Westminster Abbey? Geoffrey Chaucer,"(['London'], ['Q84'])","('Chaucer', 'Q5683')",['P20'],['place of death'],"([('answer', 'Q5933')], [['P119']])",['Who was the first poet to be buried at Poet’s Corner in _Q_’s _C_? Geoffrey _A_\n'],[True]
785,Who was the first poet to be buried at Poet’s Corner in London’s Westminster Abbey? Geoffrey Chaucer,"(['Westminster Abbey'], ['Q5933'])","('Chaucer', 'Q5683')",['P119'],['place of burial'],"([('answer', 'Q84')], [['P19', 'P20']])",['Who was the first poet to be buried at Poet’s Corner in _C_’s _Q_? Geoffrey _A_\n'],[True]
790,‘Back to Bedlam’ was the debut album for which British singer? James Blunt,"(['British'], ['Q145'])","('James Blunt', 'Q130799')",['P27'],['country of citizenship'],"([('Q831377', 'question')], [['P17']])",['‘Back to _C_’ was the debut album for which _Q_ singer? _A_\n'],[True]
796,Which national team beat Hungary 4-2 to win the 1938 Fifa World Cup? Italy,"(['1938 Fifa World Cup'], ['Q131591'])","('Italy', 'Q676899')",['P1923'],['participating team'],"([('question', 'Q170561')], [['P1923']])",['Which national team beat _C_ 4-2 to win the _Q_? _A_\n'],[False]
803,Rodolfo and Mimi are the main characters in which opera by Giacomo Puccini? La bohème,"(['opera'], ['Q1344'])","('La bohème', 'Q188621')",['P136'],['genre'],"([('Q188621', 'question'), ('Q7311', 'question')], [['P7937', 'P136'], ['P136']])",['Rodolfo and _C_ are the main characters in which _Q_ by Giacomo Puccini? _A_\n'],[True]
803,Rodolfo and Mimi are the main characters in which opera by Giacomo Puccini? La bohème,"(['Giacomo Puccini'], ['Q7311'])","('La bohème', 'Q188621')",['P800'],['notable work'],"([('question', 'Q188621'), ('question', 'Q1344')], [['P800'], ['P136']])",['Rodolfo and Mimi are the main characters in which opera by _Q_? _A_\n'],[False]
808,"In Greek mythology, Amphitrite, queen of the sea, was the wife of which god? Poseidon","(['Greek mythology'], ['Q34726'])","('Poseidon', 'Q41127')",['P1049'],['worshipped by'],"([('Q180222', 'answer')], [['P26']])","['In _Q_, _C_, queen of the sea, was the wife of which god? _A_\n']",[True]
808,"In Greek mythology, Amphitrite, queen of the sea, was the wife of which god? Poseidon","(['Amphitrite'], ['Q180222'])","('Poseidon', 'Q41127')",['P26'],['spouse'],"([('answer', 'Q34726')], [['P1049']])","['In _C_, _Q_, queen of the sea, was the wife of which god? _A_\n']",[False]
818,Which city hosted the 1992 Summer Olympic Games? Barcelona,"(['city'], ['Q515'])","('Barcelona', 'Q1492')",['P31'],['instance of'],"([('Q8488', 'answer')], [['P276']])",['Which _Q_ hosted the _C_? _A_\n'],[True]
818,Which city hosted the 1992 Summer Olympic Games? Barcelona,"(['1992 Summer Olympic Games'], ['Q8488'])","('Barcelona', 'Q1492')",['P276'],['location'],"([('answer', 'Q515')], [['P31']])",['Which _C_ hosted the _Q_? _A_\n'],[False]
824,Which breed of dog is Marley in the 2008 film ‘Marley and Me’? Labrador Retriever,"(['breed'], ['Q39367'])","('Labrador', 'Q38726')",['P31'],['instance of'],"([('question', 'Q144')], [['P279']])",['Which _Q_ of _C_ is Marley in the 2008 film ‘Marley and Me’? _A_ Retriever\n'],[True]
824,Which breed of dog is Marley in the 2008 film ‘Marley and Me’? Labrador Retriever,"(['dog'], ['Q144'])","('Labrador', 'Q38726')",['P279'],['subclass of'],"([('Q39367', 'question')], [['P279']])",['Which _C_ of _Q_ is Marley in the 2008 film ‘Marley and Me’? _A_ Retriever\n'],[True]
827,La Paz is the administrative capital of which South American country? Bolivia,"(['La Paz'], ['Q1491'])","('Bolivia', 'Q750')",['P17'],['country'],"([('Q30', 'answer')], [['P530']])",['_Q_ is the administrative capital of which South _C_ country? _A_\n'],[False]
827,La Paz is the administrative capital of which South American country? Bolivia,"(['American'], ['Q30'])","('Bolivia', 'Q750')",['P530'],['diplomatic relation'],"([('Q1491', 'answer')], [['P1376', 'P17']])",['_C_ is the administrative capital of which South _Q_ country? _A_\n'],[False]
828,"In February 1938, Roberto M. Ortiz became President of which South American country? Argentina","(['American'], ['Q30'])","('Argentina', 'Q414')",['P530'],['diplomatic relation'],"([('question', 'Q11696')], [['P1313', 'P1906']])","['In February 1938, Roberto M. Ortiz became _C_ of which South _Q_ country? _A_\n']",[False]
834,Mount Chimborazo is in which South American country? Ecuador,"(['Mount Chimborazo'], ['Q14081'])","('Ecuador', 'Q736')",['P17'],['country'],"([('Q30', 'answer')], [['P530']])",['_Q_ is in which South _C_ country? _A_\n'],[False]
834,Mount Chimborazo is in which South American country? Ecuador,"(['American'], ['Q30'])","('Ecuador', 'Q736')",['P530'],['diplomatic relation'],"([('Q14081', 'answer')], [['P17']])",['_C_ is in which South _Q_ country? _A_\n'],[False]
841,"In the game ‘Metal Gear Solid’,who is the twin brother of Solid Snake? Liquid Snake","(['Metal Gear'], ['Q216655'])","('Liquid Snake', 'Q2356484')",['P1441'],['present in work'],"([('Q1621656', 'question')], [['P1441']])","['In the game ‘_Q_ Solid’,who is the twin brother of _C_? _A_\n']",[True]
841,"In the game ‘Metal Gear Solid’,who is the twin brother of Solid Snake? Liquid Snake","(['Solid Snake'], ['Q1621656'])","('Liquid Snake', 'Q2356484')",['P3373'],['sibling'],"([('question', 'Q216655')], [['P1441']])","['In the game ‘_C_ Solid’,who is the twin brother of _Q_? _A_\n']",[False]
851,In which British city is The Jewry Wall Museum? Leicester,"(['British'], ['Q145'])","('Leicester', 'Q21683242')",['P17'],['country'],"([('Q6190175', 'question')], [['P17']])",['In which _Q_ city is The _C_? _A_\n'],[True]
863,The ‘La Scala Opera House’ is in which European city? Milan,"(['La Scala'], ['Q5471'])","('Milan', 'Q490')",['P131'],['located in the administrative territorial entity'],"([('answer', 'Q515')], [['P31']])",['The ‘_Q_ Opera House’ is in which European _C_? _A_\n'],[False]
863,The ‘La Scala Opera House’ is in which European city? Milan,"(['city'], ['Q515'])","('Milan', 'Q490')",['P31'],['instance of'],"([('Q5471', 'answer'), ('Q54820121', 'answer')], [['P127', 'P131'], ['P159']])",['The ‘_C_ Opera House’ is in which European _Q_? _A_\n'],[True]
864,Who is the lead singer of the English band ‘The Specials’? Terry Hall,"(['English'], ['Q1860'])","('Terry Hall', 'Q1728388')",['P1412'],"['languages spoken, written or signed']","([('answer', 'Q19057')], [['P463']])",['Who is the lead singer of the _Q_ band ‘_C_’? _A_\n'],[True]
864,Who is the lead singer of the English band ‘The Specials’? Terry Hall,"(['The Specials'], ['Q19057'])","('Terry Hall', 'Q1728388')",['P463'],['member of'],"([('answer', 'Q1860')], [['P1412']])",['Who is the lead singer of the _C_ band ‘_Q_’? _A_\n'],[True]
872,Composer Giacomo Puccini died leaving which opera unfinished? Turandot,"(['Giacomo Puccini'], ['Q7311'])","('Turandot', 'Q207990')",['P800'],['notable work'],"([('question', 'Q1344')], [['P136']])",['Composer _Q_ died leaving which _C_ unfinished? _A_\n'],[False]
872,Composer Giacomo Puccini died leaving which opera unfinished? Turandot,"(['opera'], ['Q1344'])","('Turandot', 'Q207990')",['P7937'],['form of creative work'],"([('Q7311', 'question')], [['P136']])",['Composer _C_ died leaving which _Q_ unfinished? _A_\n'],[True]
896,The Cuatro Torres Business Area is in which European city? Madrid,"(['Cuatro Torres Business Area'], ['Q503109'])","('Madrid', 'Q2807')",['P131'],['located in the administrative territorial entity'],"([('answer', 'Q515')], [['P31']])",['The _Q_ is in which European _C_? _A_\n'],[False]
896,The Cuatro Torres Business Area is in which European city? Madrid,"(['city'], ['Q515'])","('Madrid', 'Q2807')",['P31'],['instance of'],"([('Q503109', 'answer')], [['P131']])",['The _C_ is in which European _Q_? _A_\n'],[True]
902,"In London in 1788, the ‘Daily Universal Register’ was relaunched as which newspaper? The Times","(['London'], ['Q84'])","('The Times', 'Q50008')",['P291'],['place of publication'],"([('Q50008', 'question')], [['P131', 'P159', 'P291']])","['In _Q_ in 1788, the ‘_C_’ was relaunched as which newspaper? _A_\n']",[True]
905,"In the novel ‘Jane Eyre’ by Charlotte Bronte, what is the name of Mr Rochester’S first wife? Bertha Mason","(['Jane Eyre'], ['Q182961'])","('Bertha Mason', 'Q4895504')",['P674'],['characters'],"([('question', 'Q127332')], [['P50']])","['In the novel ‘_Q_’ by _C_, what is the name of Mr Rochester’S first wife? _A_\n']",[False]
905,"In the novel ‘Jane Eyre’ by Charlotte Bronte, what is the name of Mr Rochester’S first wife? Bertha Mason","(['Charlotte Bronte'], ['Q127332'])","('Bertha Mason', 'Q4895504')",['P170'],['creator'],"([('question', 'Q182961')], [['P800']])","['In the novel ‘_C_’ by _Q_, what is the name of Mr Rochester’S first wife? _A_\n']",[True]
909,Madame De Pompadour and Madame Du Barry were mistresses of which French King? Louis Xv of France,"(['Madame De Pompadour'], ['Q188965'])","('France', 'Q142')",['P27'],['country of citizenship'],"([('Q230677', 'answer')], [['P27']])",['_Q_ and _C_ were mistresses of which French King? Louis Xv of _A_\n'],[False]
909,Madame De Pompadour and Madame Du Barry were mistresses of which French King? Louis Xv of France,"(['Madame Du Barry'], ['Q230677'])","('France', 'Q142')",['P27'],['country of citizenship'],"([('Q188965', 'answer')], [['P27']])",['_C_ and _Q_ were mistresses of which French King? Louis Xv of _A_\n'],[False]
914,Which Us athlete won a gold medal for the high jump in the 1968 Summer Olympics? Dick Fosbury,"(['high jump'], ['Q165704'])","('Dick Fosbury', 'Q310989')",['P2416'],['sports discipline competed in'],"([('answer', 'Q8429')], [['P1344']])",['Which Us athlete won a gold medal for the _Q_ in the _C_? _A_\n'],[True]
914,Which Us athlete won a gold medal for the high jump in the 1968 Summer Olympics? Dick Fosbury,"(['1968 Summer Olympics'], ['Q8429'])","('Dick Fosbury', 'Q310989')",['P1344'],['participant in'],"([('answer', 'Q165704')], [['P2416']])",['Which Us athlete won a gold medal for the _C_ in the _Q_? _A_\n'],[True]
930,In which South American country does Angostura Bitters originally come from? Venezuela,"(['American'], ['Q30'])","('Venezuela', 'Q717')",['P530'],['diplomatic relation'],"([('Q542594', 'answer')], [['P495']])",['In which South _Q_ country does _C_ originally come from? _A_\n'],[False]
930,In which South American country does Angostura Bitters originally come from? Venezuela,"(['Angostura Bitters'], ['Q542594'])","('Venezuela', 'Q717')",['P495'],['country of origin'],"([('Q30', 'answer')], [['P530']])",['In which South _C_ country does _Q_ originally come from? _A_\n'],[False]
938,‘The King of Barataria’ is the subtitle of which Gilbert and Sullivan operetta? The Gondoliers,"(['Gilbert'], ['Q348513'])","('The Gondoliers', 'Q3987314')",['P87'],['librettist'],"([('question', 'Q212692'), ('answer', 'Q170384')], [['P1327'], ['P7937']])",['‘The King of Barataria’ is the subtitle of which _Q_ and _C_ operetta? _A_\n'],[True]
938,‘The King of Barataria’ is the subtitle of which Gilbert and Sullivan operetta? The Gondoliers,"(['Sullivan'], ['Q212692'])","('The Gondoliers', 'Q3987314')",['P800'],['notable work'],"([('question', 'Q348513'), ('answer', 'Q170384')], [['P1327'], ['P7937']])",['‘The King of Barataria’ is the subtitle of which Gilbert and _Q_ _C_? _A_\n'],[False]
938,‘The King of Barataria’ is the subtitle of which Gilbert and Sullivan operetta? The Gondoliers,"(['operetta'], ['Q170384'])","('The Gondoliers', 'Q3987314')",['P7937'],['form of creative work'],"([('answer', 'Q348513'), ('Q212692', 'answer')], [['P87'], ['P800']])",['‘The King of Barataria’ is the subtitle of which _C_ and Sullivan _Q_? _A_\n'],[True]
956,"Who composed the ‘Haffner Serenade’ (Serenade no.7) for the sister of his friend Sigmund Haffner, for her wedding festivities in 1776? Wolfgang Amadeus Mozart","(['Haffner Serenade'], ['Q925597'])","('Wolfgang Amadeus Mozart', 'Q254')",['P86'],['composer'],"([('question', 'Q215911')], [['P7937']])","['Who composed the ‘_Q_’ (_C_ no.7) for the sister of his friend Sigmund Haffner, for her wedding festivities in 1776? _A_\n']",[False]
986,"Monterrey, Puebla and Toluca are cities in which country? Mexico","(['Monterrey'], ['Q81033'])","('Mexico', 'Q96')",['P17'],['country'],"([('Q79923', 'answer'), ('Q209034', 'answer'), ('Q2308567', 'answer')], [['P131', 'P17'], ['P17'], ['P17']])","['_Q_, _C_ and Toluca are cities in which country? _A_\n']",[False]
986,"Monterrey, Puebla and Toluca are cities in which country? Mexico","(['Puebla'], ['Q79923'])","('Mexico', 'Q96')",['P17'],['country'],"([('Q81033', 'answer'), ('Q209034', 'answer'), ('Q2308567', 'answer')], [['P17'], ['P17'], ['P17']])","['Monterrey, _Q_ and _C_ are cities in which country? _A_\n']",[False]
986,"Monterrey, Puebla and Toluca are cities in which country? Mexico","(['Toluca'], ['Q209034'])","('Mexico', 'Q96')",['P17'],['country'],"([('Q81033', 'answer'), ('Q79923', 'answer')], [['P17'], ['P131', 'P17']])","['Monterrey, Puebla and _Q_ are cities in which country? _A_\n']",[False]
991,The Bledisloe Cup is contested by Australia and New Zealand in which sport? Rugby union,"(['Bledisloe Cup'], ['Q641010'])","('Rugby union', 'Q5849')",['P641'],['sport'],"([('Q622443', 'answer'), ('Q55801', 'answer')], [['P641'], ['P641']])",['The _Q_ is contested by _C_ and New Zealand in which sport? _A_\n'],[False]
991,The Bledisloe Cup is contested by Australia and New Zealand in which sport? Rugby union,"(['Australia'], ['Q622443'])","('Rugby union', 'Q5849')",['P641'],['sport'],"([('Q641010', 'answer'), ('Q55801', 'answer')], [['P641'], ['P641']])",['The Bledisloe Cup is contested by _Q_ and _C_ in which sport? _A_\n'],[False]
